timestamp,device_id,device_type,room,power_consumption_kwh,carbon_emission_kg,status,temperature
2025-11-08T04:00:00.000Z,D2635,Light,Kitchen,1.983,0.942,ON,18.6
2025-11-08T04:10:00.000Z,D5562,Laptop,Living Room,0.866,0.411,ON,23.9
2025-11-08T04:20:00.000Z,D3897,Heater,Garage,0.476,0.226,ON,30.5
2025-11-08T04:30:00.000Z,D1439,Washing Machine,Office,1.396,0.663,OFF,19.5
2025-11-08T04:40:00.000Z,D2050,Fan,Garage,2.453,1.165,ON,31.3
2025-11-08T04:50:00.000Z,D9974,AC,Garage,1.564,0.743,OFF,31.5
2025-11-08T05:00:00.000Z,D7297,Light,Bedroom,2.275,1.081,OFF,18.7
2025-11-08T05:10:00.000Z,D8835,Refrigerator,Garage,1.656,0.787,OFF,33.8
2025-11-08T05:20:00.000Z,D7558,Washing Machine,Bedroom,0.484,0.23,ON,26.8
2025-11-08T05:30:00.000Z,D9823,Laptop,Kitchen,1.41,0.67,ON,22.6
2025-11-08T05:40:00.000Z,D3011,Washing Machine,Garage,2.431,1.155,OFF,34.7
2025-11-08T05:50:00.000Z,D6992,Refrigerator,Garage,2.48,1.178,ON,28.8
2025-11-08T06:00:00.000Z,D9851,Fan,Living Room,2.211,1.05,ON,19
2025-11-08T06:10:00.000Z,D5049,AC,Living Room,2.434,1.156,OFF,25.5
2025-11-08T06:20:00.000Z,D3187,Refrigerator,Kitchen,2.314,1.099,OFF,19.7
2025-11-08T06:30:00.000Z,D4170,Laptop,Garage,0.264,0.125,OFF,22.8
2025-11-08T06:40:00.000Z,D2071,Refrigerator,Bedroom,0.792,0.376,OFF,30.5
2025-11-08T06:50:00.000Z,D7620,Fan,Bedroom,1.299,0.617,OFF,28.6
2025-11-08T07:00:00.000Z,D5629,Light,Bedroom,1.17,0.556,ON,18.6
2025-11-08T07:10:00.000Z,D6390,Fan,Living Room,0.934,0.444,OFF,27.5
2025-11-08T07:20:00.000Z,D5369,AC,Bedroom,2.306,1.095,ON,26.9
2025-11-08T07:30:00.000Z,D6608,Refrigerator,Kitchen,1.933,0.918,ON,28.7
2025-11-08T07:40:00.000Z,D3397,Heater,Garage,1.557,0.74,ON,18
2025-11-08T07:50:00.000Z,D7778,Refrigerator,Kitchen,2.315,1.1,OFF,24.1
2025-11-08T08:00:00.000Z,D9152,Washing Machine,Living Room,2.467,1.172,OFF,30.7
2025-11-08T08:10:00.000Z,D7869,Fan,Office,0.792,0.376,ON,30.2
2025-11-08T08:20:00.000Z,D3697,Laptop,Kitchen,0.538,0.256,OFF,24.7
2025-11-08T08:30:00.000Z,D1050,Heater,Garage,1.177,0.559,ON,27.5
2025-11-08T08:40:00.000Z,D4685,Washing Machine,Living Room,0.929,0.441,ON,33.3
2025-11-08T08:50:00.000Z,D3539,AC,Bedroom,1.671,0.794,OFF,22.5
2025-11-08T09:00:00.000Z,D4852,Refrigerator,Kitchen,2.068,0.982,OFF,32.3
2025-11-08T09:10:00.000Z,D2635,Heater,Garage,1.166,0.554,ON,31.7
2025-11-08T09:20:00.000Z,D6688,Refrigerator,Garage,0.615,0.292,ON,21.7
2025-11-08T09:30:00.000Z,D3210,Heater,Kitchen,0.51,0.242,OFF,29.1
2025-11-08T09:40:00.000Z,D4732,Washing Machine,Kitchen,1.955,0.929,OFF,29.3
2025-11-08T09:50:00.000Z,D5565,AC,Bedroom,0.797,0.379,OFF,27.7
2025-11-08T10:00:00.000Z,D8017,Laptop,Garage,1.076,0.511,OFF,19.3
2025-11-08T10:10:00.000Z,D5220,Laptop,Office,0.704,0.334,OFF,28.2
2025-11-08T10:20:00.000Z,D1683,AC,Kitchen,2.469,1.173,ON,29.3
2025-11-08T10:30:00.000Z,D7201,Light,Office,1.034,0.491,ON,33.9
2025-11-08T10:40:00.000Z,D1527,Fan,Bedroom,1.691,0.803,OFF,27.5
2025-11-08T10:50:00.000Z,D6910,Fan,Kitchen,1.885,0.895,OFF,21
2025-11-08T11:00:00.000Z,D8784,Laptop,Garage,1.705,0.81,OFF,33
2025-11-08T11:10:00.000Z,D7040,Fan,Office,1.951,0.927,OFF,28.1
2025-11-08T11:20:00.000Z,D8078,AC,Kitchen,0.971,0.461,ON,20.3
2025-11-08T11:30:00.000Z,D7451,Heater,Bedroom,1.673,0.795,ON,32.1
2025-11-08T11:40:00.000Z,D8105,Washing Machine,Bedroom,2.494,1.185,ON,23.1
2025-11-08T11:50:00.000Z,D3758,AC,Kitchen,0.433,0.206,OFF,29.3
2025-11-08T12:00:00.000Z,D6164,AC,Bedroom,2.313,1.099,OFF,32.7
2025-11-08T12:10:00.000Z,D7528,AC,Garage,1.278,0.607,OFF,33.5
2025-11-08T12:20:00.000Z,D6120,Fan,Kitchen,1.484,0.705,ON,28.3
2025-11-08T12:30:00.000Z,D2517,Washing Machine,Living Room,0.642,0.305,ON,29.1
2025-11-08T12:40:00.000Z,D8392,Laptop,Bedroom,2.165,1.028,ON,24.6
2025-11-08T12:50:00.000Z,D8857,Light,Office,0.51,0.242,ON,31.6
2025-11-08T13:00:00.000Z,D8882,AC,Kitchen,2.486,1.181,ON,34.8
2025-11-08T13:10:00.000Z,D1849,AC,Garage,2.004,0.952,OFF,19.1
2025-11-08T13:20:00.000Z,D1433,Light,Kitchen,1.988,0.944,OFF,18.2
2025-11-08T13:30:00.000Z,D9446,Washing Machine,Kitchen,0.663,0.315,OFF,23.1
2025-11-08T13:40:00.000Z,D4328,AC,Living Room,1.554,0.738,ON,28.2
2025-11-08T13:50:00.000Z,D6292,Fan,Living Room,0.313,0.149,ON,34.5
2025-11-08T14:00:00.000Z,D3361,Laptop,Office,0.671,0.319,ON,34.6
2025-11-08T14:10:00.000Z,D7458,Laptop,Bedroom,1.434,0.681,OFF,32
2025-11-08T14:20:00.000Z,D5818,AC,Bedroom,1.021,0.485,OFF,34.4
2025-11-08T14:30:00.000Z,D7286,Refrigerator,Living Room,2.255,1.071,ON,30.6
2025-11-08T14:40:00.000Z,D6100,Laptop,Garage,1.922,0.913,OFF,22.4
2025-11-08T14:50:00.000Z,D9862,Fan,Garage,0.596,0.283,ON,21.7
2025-11-08T15:00:00.000Z,D7121,Heater,Living Room,0.168,0.08,ON,19.6
2025-11-08T15:10:00.000Z,D6983,Fan,Garage,1.977,0.939,OFF,24.2
2025-11-08T15:20:00.000Z,D2620,Washing Machine,Kitchen,1.929,0.916,ON,22
2025-11-08T15:30:00.000Z,D1045,Heater,Office,2.148,1.02,OFF,27
2025-11-08T15:40:00.000Z,D2451,Light,Office,0.463,0.22,OFF,32.1
2025-11-08T15:50:00.000Z,D9665,Light,Bedroom,0.345,0.164,ON,20.2
2025-11-08T16:00:00.000Z,D1298,Laptop,Garage,0.124,0.059,OFF,19.1
2025-11-08T16:10:00.000Z,D9988,Light,Bedroom,2.414,1.147,OFF,20.6
2025-11-08T16:20:00.000Z,D1211,Light,Living Room,0.494,0.235,ON,18.1
2025-11-08T16:30:00.000Z,D7775,Heater,Kitchen,0.907,0.431,ON,26.2
2025-11-08T16:40:00.000Z,D9808,Refrigerator,Living Room,2.278,1.082,ON,31
2025-11-08T16:50:00.000Z,D6455,Heater,Office,1.789,0.85,ON,21.1
2025-11-08T17:00:00.000Z,D4134,Laptop,Kitchen,0.202,0.096,ON,34.8
2025-11-08T17:10:00.000Z,D6142,Fan,Garage,1.386,0.658,ON,26.1
2025-11-08T17:20:00.000Z,D9939,Laptop,Living Room,1.677,0.797,ON,27.9
2025-11-08T17:30:00.000Z,D4370,Washing Machine,Bedroom,1.999,0.95,OFF,34.1
2025-11-08T17:40:00.000Z,D7617,AC,Office,1.714,0.814,OFF,19.2
2025-11-08T17:50:00.000Z,D7805,Light,Office,2.257,1.072,ON,30
2025-11-08T18:00:00.000Z,D2426,Laptop,Living Room,1.843,0.875,ON,19.4
2025-11-08T18:10:00.000Z,D1110,Fan,Office,0.365,0.173,ON,19.9
2025-11-08T18:20:00.000Z,D8426,Light,Kitchen,0.445,0.211,OFF,27.9
2025-11-08T18:30:00.000Z,D8577,Washing Machine,Office,1.468,0.697,OFF,23.4
2025-11-08T18:40:00.000Z,D5892,Refrigerator,Garage,1.617,0.768,ON,24.5
2025-11-08T18:50:00.000Z,D7724,Fan,Kitchen,0.776,0.369,ON,18.4
2025-11-08T19:00:00.000Z,D8856,Laptop,Office,1.609,0.764,ON,22.9
2025-11-08T19:10:00.000Z,D2720,Washing Machine,Garage,1.654,0.786,OFF,20.3
2025-11-08T19:20:00.000Z,D9604,Heater,Bedroom,1.418,0.674,ON,18.7
2025-11-08T19:30:00.000Z,D7428,Refrigerator,Living Room,1.869,0.888,OFF,33
2025-11-08T19:40:00.000Z,D9387,AC,Living Room,0.203,0.096,ON,33.9
2025-11-08T19:50:00.000Z,D8132,Heater,Kitchen,1.327,0.63,OFF,26.4
2025-11-08T20:00:00.000Z,D6142,Fan,Kitchen,1.7,0.807,ON,24.9
2025-11-08T20:10:00.000Z,D7238,Fan,Kitchen,1.415,0.672,ON,19.8
2025-11-08T20:20:00.000Z,D1733,Heater,Bedroom,0.094,0.045,OFF,30.4
2025-11-08T20:30:00.000Z,D5501,Light,Office,1.677,0.797,ON,34.9
2025-11-08T20:40:00.000Z,D3366,Heater,Living Room,2.01,0.955,ON,27.1
2025-11-08T20:50:00.000Z,D4436,Laptop,Bedroom,0.343,0.163,ON,33.1
2025-11-08T21:00:00.000Z,D8178,Washing Machine,Bedroom,2.384,1.132,ON,25.8
2025-11-08T21:10:00.000Z,D3257,Heater,Kitchen,1.35,0.641,OFF,27.4
2025-11-08T21:20:00.000Z,D3057,Washing Machine,Living Room,1.56,0.741,ON,33.1
2025-11-08T21:30:00.000Z,D9220,Heater,Living Room,2.062,0.979,OFF,22.4
2025-11-08T21:40:00.000Z,D2778,Fan,Office,1.5,0.712,OFF,30.4
2025-11-08T21:50:00.000Z,D4433,Washing Machine,Garage,0.318,0.151,ON,29.5
2025-11-08T22:00:00.000Z,D6560,Laptop,Bedroom,1.512,0.718,OFF,27.4
2025-11-08T22:10:00.000Z,D5131,Heater,Office,0.135,0.064,OFF,33.2
2025-11-08T22:20:00.000Z,D6897,Heater,Garage,0.764,0.363,ON,26.8
2025-11-08T22:30:00.000Z,D9513,AC,Living Room,0.092,0.044,OFF,21.9
2025-11-08T22:40:00.000Z,D2162,AC,Living Room,1.781,0.846,ON,22.9
2025-11-08T22:50:00.000Z,D3655,AC,Garage,1.345,0.639,ON,19.3
2025-11-08T23:00:00.000Z,D1940,Light,Office,1.134,0.539,OFF,25
2025-11-08T23:10:00.000Z,D7083,AC,Living Room,1.017,0.483,OFF,28.1
2025-11-08T23:20:00.000Z,D7730,Laptop,Kitchen,1.66,0.788,ON,21.2
2025-11-08T23:30:00.000Z,D6820,Refrigerator,Garage,1.893,0.899,OFF,30.4
2025-11-08T23:40:00.000Z,D9779,Laptop,Bedroom,0.411,0.195,ON,34.2
2025-11-08T23:50:00.000Z,D5789,Laptop,Garage,0.314,0.149,OFF,22
2025-11-09T00:00:00.000Z,D8606,Light,Garage,0.947,0.45,OFF,20.9
2025-11-09T00:10:00.000Z,D9872,Washing Machine,Bedroom,2.163,1.027,ON,33
2025-11-09T00:20:00.000Z,D1609,Light,Garage,2.345,1.114,ON,33.9
2025-11-09T00:30:00.000Z,D3141,Washing Machine,Living Room,2.132,1.013,ON,29.5
2025-11-09T00:40:00.000Z,D9031,Washing Machine,Bedroom,1.598,0.759,OFF,32.2
2025-11-09T00:50:00.000Z,D2401,Heater,Office,1.02,0.484,OFF,32.7
2025-11-09T01:00:00.000Z,D4932,Fan,Living Room,2.256,1.072,ON,18.1
2025-11-09T01:10:00.000Z,D7446,AC,Kitchen,0.422,0.2,OFF,22.5
2025-11-09T01:20:00.000Z,D5976,Light,Living Room,1.254,0.596,ON,28.9
2025-11-09T01:30:00.000Z,D8912,Washing Machine,Office,1.737,0.825,OFF,33.3
2025-11-09T01:40:00.000Z,D9286,AC,Office,2.026,0.962,OFF,20.6
2025-11-09T01:50:00.000Z,D5108,Refrigerator,Office,2.307,1.096,OFF,28.9
2025-11-09T02:00:00.000Z,D1816,Refrigerator,Garage,1.705,0.81,OFF,34.8
2025-11-09T02:10:00.000Z,D5063,Heater,Bedroom,1.667,0.792,ON,29.4
2025-11-09T02:20:00.000Z,D4014,Heater,Garage,0.872,0.414,OFF,23.4
2025-11-09T02:30:00.000Z,D7394,Refrigerator,Living Room,1.834,0.871,OFF,31.3
2025-11-09T02:40:00.000Z,D7052,Light,Bedroom,0.125,0.059,ON,18.6
2025-11-09T02:50:00.000Z,D4906,Heater,Living Room,0.456,0.217,OFF,27.6
2025-11-09T03:00:00.000Z,D1795,Fan,Living Room,1.932,0.918,ON,22.3
2025-11-09T03:10:00.000Z,D7283,Fan,Kitchen,0.906,0.43,OFF,30.9
2025-11-09T03:20:00.000Z,D2514,Washing Machine,Bedroom,0.712,0.338,OFF,28.5
2025-11-09T03:30:00.000Z,D3377,Light,Kitchen,2.359,1.121,ON,26.7
2025-11-09T03:40:00.000Z,D9352,Fan,Office,0.079,0.038,OFF,20.6
2025-11-09T03:50:00.000Z,D8751,Laptop,Office,2.375,1.128,ON,18.6
2025-11-09T04:00:00.000Z,D5997,Laptop,Kitchen,1.511,0.718,OFF,23.5
2025-11-09T04:10:00.000Z,D1142,Washing Machine,Kitchen,0.135,0.064,ON,33.1
2025-11-09T04:20:00.000Z,D7804,Washing Machine,Bedroom,1.111,0.528,ON,32.8
2025-11-09T04:30:00.000Z,D9061,Light,Living Room,0.994,0.472,ON,29.7
2025-11-09T04:40:00.000Z,D3781,Heater,Kitchen,0.304,0.144,ON,32.4
2025-11-09T04:50:00.000Z,D7108,Light,Bedroom,0.371,0.176,ON,25.3
2025-11-09T05:00:00.000Z,D9628,Light,Kitchen,2.028,0.963,ON,18.4
2025-11-09T05:10:00.000Z,D6990,Laptop,Garage,1.16,0.551,ON,22.7
2025-11-09T05:20:00.000Z,D8404,Heater,Kitchen,2.277,1.082,ON,30.6
2025-11-09T05:30:00.000Z,D5075,AC,Bedroom,2.292,1.089,OFF,27
2025-11-09T05:40:00.000Z,D2306,AC,Office,0.102,0.048,ON,24.3
2025-11-09T05:50:00.000Z,D9757,Heater,Living Room,1.264,0.6,ON,24.4
2025-11-09T06:00:00.000Z,D8168,Heater,Living Room,1.88,0.893,OFF,34.4
2025-11-09T06:10:00.000Z,D2617,Laptop,Living Room,0.63,0.299,ON,33.9
2025-11-09T06:20:00.000Z,D4672,AC,Living Room,1.873,0.89,OFF,29.5
2025-11-09T06:30:00.000Z,D7684,Refrigerator,Bedroom,0.964,0.458,ON,33.2
2025-11-09T06:40:00.000Z,D2017,Fan,Bedroom,1.051,0.499,OFF,30.3
2025-11-09T06:50:00.000Z,D7672,Refrigerator,Kitchen,0.176,0.084,OFF,22.2
2025-11-09T07:00:00.000Z,D8988,Washing Machine,Bedroom,0.325,0.154,OFF,19.1
2025-11-09T07:10:00.000Z,D7070,Heater,Bedroom,2.492,1.184,OFF,24
2025-11-09T07:20:00.000Z,D6726,Light,Kitchen,0.46,0.218,OFF,19.9
2025-11-09T07:30:00.000Z,D3933,Washing Machine,Garage,1.344,0.638,ON,30
2025-11-09T07:40:00.000Z,D3565,Washing Machine,Garage,2.364,1.123,OFF,19
2025-11-09T07:50:00.000Z,D6436,Light,Bedroom,2.08,0.988,ON,29.4
2025-11-09T08:00:00.000Z,D4420,Fan,Living Room,0.898,0.427,OFF,19.8
2025-11-09T08:10:00.000Z,D8869,Refrigerator,Office,2.078,0.987,ON,23.3
2025-11-09T08:20:00.000Z,D5623,Refrigerator,Kitchen,0.592,0.281,ON,26.2
2025-11-09T08:30:00.000Z,D4254,Refrigerator,Kitchen,0.64,0.304,OFF,21.7
2025-11-09T08:40:00.000Z,D2528,Light,Garage,0.361,0.171,OFF,26.6
2025-11-09T08:50:00.000Z,D3739,Washing Machine,Kitchen,2.008,0.954,ON,26.4
2025-11-09T09:00:00.000Z,D8401,Refrigerator,Office,0.098,0.047,OFF,25.5
2025-11-09T09:10:00.000Z,D1676,Fan,Kitchen,2.399,1.14,ON,30
2025-11-09T09:20:00.000Z,D5778,Refrigerator,Office,1.23,0.584,OFF,31.9
2025-11-09T09:30:00.000Z,D4700,Fan,Office,1.562,0.742,OFF,30.8
2025-11-09T09:40:00.000Z,D4612,Light,Office,0.724,0.344,OFF,25
2025-11-09T09:50:00.000Z,D2335,Heater,Kitchen,1.049,0.498,ON,28.9
2025-11-09T10:00:00.000Z,D6860,Fan,Kitchen,1.257,0.597,OFF,32.8
2025-11-09T10:10:00.000Z,D4145,Refrigerator,Living Room,1.241,0.589,ON,18.8
2025-11-09T10:20:00.000Z,D4655,Refrigerator,Office,0.055,0.026,ON,19.3
2025-11-09T10:30:00.000Z,D5560,Laptop,Living Room,1.12,0.532,ON,19.4
2025-11-09T10:40:00.000Z,D5879,AC,Living Room,1.807,0.858,OFF,32.5
2025-11-09T10:50:00.000Z,D6058,Refrigerator,Bedroom,0.581,0.276,ON,18.5
2025-11-09T11:00:00.000Z,D3022,AC,Living Room,0.939,0.446,ON,25.1
2025-11-09T11:10:00.000Z,D5730,Heater,Office,0.742,0.352,ON,26.7
2025-11-09T11:20:00.000Z,D1036,AC,Bedroom,0.794,0.377,OFF,25.1
2025-11-09T11:30:00.000Z,D1764,Light,Garage,1.06,0.503,OFF,26.4
2025-11-09T11:40:00.000Z,D7981,Fan,Bedroom,0.432,0.205,ON,26.7
2025-11-09T11:50:00.000Z,D8919,Refrigerator,Office,0.148,0.07,ON,30.8
2025-11-09T12:00:00.000Z,D4434,AC,Bedroom,1.493,0.709,OFF,31.8
2025-11-09T12:10:00.000Z,D3023,Laptop,Garage,0.804,0.382,OFF,34.7
2025-11-09T12:20:00.000Z,D6432,Light,Living Room,0.258,0.123,ON,22.6
2025-11-09T12:30:00.000Z,D2567,Light,Bedroom,0.647,0.307,OFF,22.6
2025-11-09T12:40:00.000Z,D7199,Light,Living Room,1.272,0.604,ON,22.2
2025-11-09T12:50:00.000Z,D8555,Laptop,Living Room,2.457,1.167,OFF,34.9
2025-11-09T13:00:00.000Z,D9325,Refrigerator,Garage,1.762,0.837,OFF,19.9
2025-11-09T13:10:00.000Z,D9639,Light,Kitchen,2.386,1.133,OFF,19.6
2025-11-09T13:20:00.000Z,D8463,Fan,Garage,1.616,0.768,OFF,30.2
2025-11-09T13:30:00.000Z,D2209,Laptop,Living Room,0.3,0.142,OFF,19.7
2025-11-09T13:40:00.000Z,D2693,Light,Bedroom,1.795,0.853,OFF,25.9
2025-11-09T13:50:00.000Z,D9588,Heater,Bedroom,2.378,1.13,ON,30.1
2025-11-09T14:00:00.000Z,D6783,Light,Office,0.424,0.201,OFF,23.8
2025-11-09T14:10:00.000Z,D5667,Fan,Bedroom,0.775,0.368,OFF,31.6
2025-11-09T14:20:00.000Z,D1890,Washing Machine,Garage,0.274,0.13,ON,25.7
2025-11-09T14:30:00.000Z,D4182,Heater,Office,2.252,1.07,ON,31.6
2025-11-09T14:40:00.000Z,D8407,Light,Kitchen,2.346,1.114,OFF,21
2025-11-09T14:50:00.000Z,D7867,Laptop,Living Room,1.989,0.945,ON,21.9
2025-11-09T15:00:00.000Z,D8593,Laptop,Office,1.246,0.592,OFF,32
2025-11-09T15:10:00.000Z,D7872,Heater,Garage,1.06,0.503,OFF,22.1
2025-11-09T15:20:00.000Z,D9252,Washing Machine,Kitchen,2.412,1.146,ON,27.4
2025-11-09T15:30:00.000Z,D1911,AC,Kitchen,2.482,1.179,OFF,26.1
2025-11-09T15:40:00.000Z,D3873,Heater,Office,2.251,1.069,OFF,28.2
2025-11-09T15:50:00.000Z,D9270,Laptop,Living Room,0.487,0.231,ON,27.3
2025-11-09T16:00:00.000Z,D5897,AC,Kitchen,0.513,0.244,OFF,26.3
2025-11-09T16:10:00.000Z,D5725,AC,Living Room,1.601,0.76,ON,19.1
2025-11-09T16:20:00.000Z,D9399,Light,Living Room,2.473,1.175,OFF,29.3
2025-11-09T16:30:00.000Z,D8221,Refrigerator,Garage,0.27,0.128,OFF,29.6
2025-11-09T16:40:00.000Z,D9680,Heater,Bedroom,1.587,0.754,OFF,30.9
2025-11-09T16:50:00.000Z,D6118,Light,Kitchen,1.153,0.548,ON,23.5
2025-11-09T17:00:00.000Z,D3782,AC,Office,0.511,0.243,ON,29
2025-11-09T17:10:00.000Z,D6496,Washing Machine,Bedroom,2.017,0.958,ON,20.9
2025-11-09T17:20:00.000Z,D4522,Heater,Bedroom,1.979,0.94,OFF,32.8
2025-11-09T17:30:00.000Z,D5187,Fan,Living Room,2.321,1.102,ON,30.7
2025-11-09T17:40:00.000Z,D7006,Fan,Bedroom,2.481,1.178,OFF,20
2025-11-09T17:50:00.000Z,D9815,Laptop,Office,1.84,0.874,OFF,24.5
2025-11-09T18:00:00.000Z,D4306,Light,Office,2.446,1.162,ON,25.4
2025-11-09T18:10:00.000Z,D8910,Laptop,Kitchen,1.887,0.896,ON,19.3
2025-11-09T18:20:00.000Z,D9162,AC,Office,2.124,1.009,OFF,18
2025-11-09T18:30:00.000Z,D5150,AC,Kitchen,1.986,0.943,ON,20.7
2025-11-09T18:40:00.000Z,D5763,AC,Living Room,0.635,0.302,OFF,31.5
2025-11-09T18:50:00.000Z,D3904,Fan,Living Room,0.404,0.192,ON,28.6
2025-11-09T19:00:00.000Z,D5739,Washing Machine,Kitchen,0.235,0.112,OFF,32.2
2025-11-09T19:10:00.000Z,D7156,AC,Living Room,0.061,0.029,ON,18.7
2025-11-09T19:20:00.000Z,D2975,Fan,Living Room,0.189,0.09,ON,28.8
2025-11-09T19:30:00.000Z,D2917,AC,Kitchen,0.427,0.203,ON,22
2025-11-09T19:40:00.000Z,D9705,Fan,Garage,0.553,0.263,ON,30
2025-11-09T19:50:00.000Z,D4741,Washing Machine,Kitchen,1.199,0.57,ON,18.8
2025-11-09T20:00:00.000Z,D8136,Heater,Living Room,1.195,0.568,ON,19.3
2025-11-09T20:10:00.000Z,D8238,Refrigerator,Bedroom,1.908,0.906,OFF,30.1
2025-11-09T20:20:00.000Z,D6354,Refrigerator,Office,2.224,1.056,ON,30.5
2025-11-09T20:30:00.000Z,D8411,AC,Kitchen,0.125,0.059,ON,27.3
2025-11-09T20:40:00.000Z,D2353,Heater,Office,1.063,0.505,OFF,25.7
2025-11-09T20:50:00.000Z,D2516,Light,Garage,1.529,0.726,ON,21.6
2025-11-09T21:00:00.000Z,D2069,Refrigerator,Bedroom,0.625,0.297,OFF,22.7
2025-11-09T21:10:00.000Z,D3062,Washing Machine,Kitchen,0.21,0.1,OFF,34.4
2025-11-09T21:20:00.000Z,D8808,AC,Bedroom,1.249,0.593,OFF,29.4
2025-11-09T21:30:00.000Z,D7617,Refrigerator,Office,2.184,1.037,ON,28.2
2025-11-09T21:40:00.000Z,D3783,Light,Living Room,0.622,0.295,ON,22.5
2025-11-09T21:50:00.000Z,D7050,Heater,Bedroom,1.639,0.779,OFF,34.4
2025-11-09T22:00:00.000Z,D5491,Laptop,Living Room,0.355,0.169,OFF,24.9
2025-11-09T22:10:00.000Z,D1691,AC,Garage,0.338,0.161,OFF,29.2
2025-11-09T22:20:00.000Z,D1715,Washing Machine,Office,0.402,0.191,ON,21.1
2025-11-09T22:30:00.000Z,D8316,Washing Machine,Living Room,1.484,0.705,ON,33.3
2025-11-09T22:40:00.000Z,D7471,Refrigerator,Kitchen,0.537,0.255,ON,18.9
2025-11-09T22:50:00.000Z,D8556,Light,Garage,1.286,0.611,ON,28.3
2025-11-09T23:00:00.000Z,D8736,Refrigerator,Living Room,1.845,0.876,ON,22.6
2025-11-09T23:10:00.000Z,D1565,Heater,Office,0.268,0.127,OFF,21.1
2025-11-09T23:20:00.000Z,D3757,Refrigerator,Office,2.489,1.182,ON,18.1
2025-11-09T23:30:00.000Z,D8418,Washing Machine,Living Room,2.135,1.014,OFF,26.9
2025-11-09T23:40:00.000Z,D3110,AC,Garage,1.824,0.866,ON,27.3
2025-11-09T23:50:00.000Z,D2678,Refrigerator,Bedroom,0.353,0.168,OFF,26.7
2025-11-10T00:00:00.000Z,D5309,Refrigerator,Office,0.431,0.205,ON,18.1
2025-11-10T00:10:00.000Z,D1985,Fan,Kitchen,0.17,0.081,OFF,29.9
2025-11-10T00:20:00.000Z,D6374,Fan,Kitchen,1.929,0.916,ON,20.2
2025-11-10T00:30:00.000Z,D7089,Fan,Living Room,0.193,0.092,OFF,24.7
2025-11-10T00:40:00.000Z,D1389,Laptop,Office,0.809,0.384,OFF,21.7
2025-11-10T00:50:00.000Z,D6354,Laptop,Kitchen,0.565,0.268,ON,26
2025-11-10T01:00:00.000Z,D2003,Heater,Garage,0.55,0.261,OFF,23.8
2025-11-10T01:10:00.000Z,D4417,AC,Bedroom,1.594,0.757,ON,32.2
2025-11-10T01:20:00.000Z,D5730,Washing Machine,Garage,0.769,0.365,OFF,28.5
2025-11-10T01:30:00.000Z,D1795,Light,Kitchen,0.266,0.126,OFF,24.6
2025-11-10T01:40:00.000Z,D3310,Fan,Bedroom,2.309,1.097,OFF,25.1
2025-11-10T01:50:00.000Z,D8103,Light,Bedroom,1.698,0.807,ON,34.5
2025-11-10T02:00:00.000Z,D5516,Light,Kitchen,1.955,0.929,ON,29.5
2025-11-10T02:10:00.000Z,D7490,AC,Living Room,1.736,0.825,OFF,29.9
2025-11-10T02:20:00.000Z,D5749,Light,Kitchen,0.269,0.128,ON,34.3
2025-11-10T02:30:00.000Z,D7693,Washing Machine,Living Room,1.217,0.578,OFF,29.1
2025-11-10T02:40:00.000Z,D5449,Laptop,Kitchen,0.405,0.192,OFF,18.1
2025-11-10T02:50:00.000Z,D1373,AC,Office,0.127,0.06,ON,34.8
2025-11-10T03:00:00.000Z,D7248,Fan,Living Room,0.491,0.233,ON,19.7
2025-11-10T03:10:00.000Z,D3226,Washing Machine,Kitchen,2.072,0.984,ON,28
2025-11-10T03:20:00.000Z,D4270,Refrigerator,Office,0.676,0.321,ON,31.2
2025-11-10T03:30:00.000Z,D6123,Refrigerator,Kitchen,0.388,0.184,ON,31.3
2025-11-10T03:40:00.000Z,D3832,Laptop,Kitchen,1.399,0.665,OFF,23.4
2025-11-10T03:50:00.000Z,D2947,Heater,Office,1.552,0.737,ON,23.2
2025-11-10T04:00:00.000Z,D7046,Light,Garage,2.356,1.119,ON,28.9
2025-11-10T04:10:00.000Z,D6891,Laptop,Bedroom,1.062,0.504,ON,25.4
2025-11-10T04:20:00.000Z,D2344,Fan,Office,1.825,0.867,ON,27.4
2025-11-10T04:30:00.000Z,D5274,Washing Machine,Living Room,1.848,0.878,OFF,33
2025-11-10T04:40:00.000Z,D9710,Heater,Garage,1.538,0.731,ON,23.4
2025-11-10T04:50:00.000Z,D9165,Fan,Office,2.404,1.142,ON,30.9
2025-11-10T05:00:00.000Z,D5665,Laptop,Kitchen,1.039,0.494,OFF,25.8
2025-11-10T05:10:00.000Z,D5292,AC,Bedroom,2.478,1.177,ON,20.2
2025-11-10T05:20:00.000Z,D9929,AC,Office,0.255,0.121,ON,30.5
2025-11-10T05:30:00.000Z,D2241,Laptop,Living Room,2.229,1.059,OFF,32.6
2025-11-10T05:40:00.000Z,D6740,Heater,Office,2.111,1.003,OFF,18.6
2025-11-10T05:50:00.000Z,D3646,Laptop,Living Room,1.786,0.848,OFF,34.4
2025-11-10T06:00:00.000Z,D1878,Fan,Office,0.569,0.27,ON,27.7
2025-11-10T06:10:00.000Z,D2509,Light,Office,1.353,0.643,OFF,27.8
2025-11-10T06:20:00.000Z,D4229,Laptop,Kitchen,1.345,0.639,ON,22.9
2025-11-10T06:30:00.000Z,D1515,Heater,Garage,0.052,0.025,OFF,21.6
